Date;Tweet Text;Tweet ID;Screen Name
12/08/2020 16:20;The number of official COVID deaths have been reduced by the BorisJohnson government by over K But we all know that the actual figure is more than K above the official figure Putin has taught his heirs well Covid UK Brexit;1293658533934895106;@RealPaulLewis
12/08/2020 16:20;Stupid when empowered also leads to death Virus Putin s bounty Pro life agenda Gun culture Profitized healthcare Institutional racism Treason incompetent corrupt appointees Deadly fake medicines Global Warming Fossil fuels Neutered EPA ad finitum;1293658529484738561;@andendall
12/08/2020 16:20;Two leading voices on health issues in the U S are expressing skepticism about Russian President Vladimir Putin s claim that his country was the first to develop a safe and effective coronavirus vaccine ;1293658517543428097;@NEWS9
12/08/2020 16:19;Apparently My guy Vladimir Putin has the Covid vaccine but they dont believe hin oh well;1293658436924833792;@YvanL13
12/08/2020 16:19;Only way u can win now unless Putin riggs the election again for u kamala and joe with heal the nation u are torn a part and destroyed and they will make us United again Go joe and Kamala RT realDonaldTrump I am sending M from USDOT to beautiful North Dakota This federal funding will support bus service for people from Bismarck to Grand Forks and several other areas statewide Congratulations ;1293658415894605825;@hardworkusa
12/08/2020 16:19;ian man of the people uses some interesting language to defend the trump putin axis against the Joe Biden Presidency;1293658382591614977;@rhoar_baitch
12/08/2020 16:19;JRL NEWSWATCH Vladimir Putin Is No Mastermind But He Has Played Russia s Cards Well It verges on impossible to forecast what Moscow will do tactically What it will do strategically however is more intelligible and thus more predictable The ;1293658371019743236;@JohnsonRussiaLi
12/08/2020 16:18;AMEN Enough of the corruption that the Republicans have become They care more about money and please Putin than help the American people RT VoteMarsha Kamala Harris will be the most liberal left wing nominee for Vice President our country has ever seen ;1293658192598183936;@LisbethS34
12/08/2020 16:18;didn t vote Trump but usually vote Republican I ll vote Democrat because Trump no doubt owned by Russia and Putin Senate GOP ignored it to keep themselves in office His treasons are verifiable by Trump s words and without liberal media GOP s same old excuse LincolnVoter RT ProjectLincoln Are you a LincolnVoter If you typically have voted republican in the past quote tweet this with why you ve decided to vote blue this year Tag your tweet with LincolnVoter so we can see it ;1293658045336162306;@MichaelNapoli7
12/08/2020 16:17; STILL A NATION OF LAWS EVEN THOUGH CANT UNDERSTAND WHY LEADERS ALLOW MENTALLY UNFIT CRIMINAL CON MAN BUNKER PUTIN PUPPET TRUMP TOTALLY DISREPECT EVERYTHING AMERICA STAND LIKE ANY OTHER PERSON WHO S TRESPASSING AFTER LOSING ESCORT OR DRAGG TRUMP OUT ;1293657948099694594;@Tony98Tony
12/08/2020 16:17;So happy to have a VP who will kick a for America instead of just kissing trump s gigantic sweaty a for Putin BidenHarris ;1293657931934830595;@Infantry0300
12/08/2020 16:17;why did i think putin didnt have kids he has atleast ;1293657839882448896;@cedalimun
12/08/2020 16:16;This is one reason that every healthy citizen should make their VOTE count by going to the Polls in Person Take proper precautions cover your face and hands bring water nuts and a seat where necessary We CANNOT allow Fake another Day to obey Putin s orders RT colliderfrosty A Conspiracy to Steal the Election Folks Alarms Sound After Postal Worker Reports Removal of Sorting Machines The removal of key equipment from Post Offices should be viewed as nothing less than sabotage said one observer ;1293657705899589632;@Tonto250
12/08/2020 16:16;Will I vote for a P ssy Grabbing Kid Raping Putin loving Pathological Liar destroying the Postal Service to Rig an Election Hell No RT politvidchannel House Oversight chair just introduced a bill to stop the Postal Service changes being done by Postmaster General Louis DeJoy ;1293657675692158976;@deerhyde
